Word,Sentence,Meaning,Pronunciation,WordType
invalid,The use of 'invalid' here implies not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,The use of 'invalid' here implies not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,Everyone recognized the invalid as a reference to not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,The use of 'invalid' here implies not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,"In that sentence, 'invalid' clearly meant not valid.",not valid,/ɪnˈvælɪd/,heteronym
invalid,The use of 'invalid' here implies not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,"In that sentence, 'invalid' clearly meant not valid.",not valid,/ɪnˈvælɪd/,heteronym
invalid,Everyone recognized the invalid as a reference to not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,She used the word 'invalid' to mean not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,She used the word 'invalid' to mean not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,The use of 'invalid' here implies not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,"In that sentence, 'invalid' clearly meant not valid.",not valid,/ɪnˈvælɪd/,heteronym
invalid,They talked about the not valid of the invalid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,They talked about the not valid of the invalid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,They talked about the not valid of the invalid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,She used the word 'invalid' to mean not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,She used the word 'invalid' to mean not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,"In that sentence, 'invalid' clearly meant not valid.",not valid,/ɪnˈvælɪd/,heteronym
invalid,The use of 'invalid' here implies not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,They talked about the not valid of the invalid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,"In that sentence, 'invalid' clearly meant not valid.",not valid,/ɪnˈvælɪd/,heteronym
invalid,"In that sentence, 'invalid' clearly meant not valid.",not valid,/ɪnˈvælɪd/,heteronym
invalid,The use of 'invalid' here implies not valid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,"In that sentence, 'invalid' clearly meant not valid.",not valid,/ɪnˈvælɪd/,heteronym
invalid,The use of 'invalid' here implies disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,Everyone recognized the invalid as a reference to disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,The use of 'invalid' here implies disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,They talked about the disabled person of the invalid.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,They talked about the disabled person of the invalid.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,The use of 'invalid' here implies disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,Everyone recognized the invalid as a reference to disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,Everyone recognized the invalid as a reference to disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,They talked about the disabled person of the invalid.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,Everyone recognized the invalid as a reference to disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,"In that sentence, 'invalid' clearly meant disabled person.",disabled person,/ˈɪnvəlɪd/,heteronym
invalid,She used the word 'invalid' to mean disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,"In that sentence, 'invalid' clearly meant disabled person.",disabled person,/ˈɪnvəlɪd/,heteronym
invalid,They talked about the disabled person of the invalid.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,Everyone recognized the invalid as a reference to disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,The use of 'invalid' here implies disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,She used the word 'invalid' to mean disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,The use of 'invalid' here implies disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,They talked about the disabled person of the invalid.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,Everyone recognized the invalid as a reference to disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,The use of 'invalid' here implies disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,The use of 'invalid' here implies disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,She used the word 'invalid' to mean disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,She used the word 'invalid' to mean disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
invalid,Everyone recognized the invalid as a reference to disabled person.,disabled person,/ˈɪnvəlɪd/,heteronym
wound,She used the word 'wound' to mean injury.,injury,/wuːnd/,heteronym
wound,The use of 'wound' here implies injury.,injury,/wuːnd/,heteronym
wound,The use of 'wound' here implies injury.,injury,/wuːnd/,heteronym
wound,They talked about the injury of the wound.,injury,/wuːnd/,heteronym
wound,The use of 'wound' here implies injury.,injury,/wuːnd/,heteronym
wound,Everyone recognized the wound as a reference to injury.,injury,/wuːnd/,heteronym
wound,"In that sentence, 'wound' clearly meant injury.",injury,/wuːnd/,heteronym
wound,They talked about the injury of the wound.,injury,/wuːnd/,heteronym
wound,They talked about the injury of the wound.,injury,/wuːnd/,heteronym
wound,Everyone recognized the wound as a reference to injury.,injury,/wuːnd/,heteronym
wound,Everyone recognized the wound as a reference to injury.,injury,/wuːnd/,heteronym
wound,She used the word 'wound' to mean injury.,injury,/wuːnd/,heteronym
wound,They talked about the injury of the wound.,injury,/wuːnd/,heteronym
wound,She used the word 'wound' to mean injury.,injury,/wuːnd/,heteronym
wound,The use of 'wound' here implies injury.,injury,/wuːnd/,heteronym
wound,They talked about the injury of the wound.,injury,/wuːnd/,heteronym
wound,They talked about the injury of the wound.,injury,/wuːnd/,heteronym
wound,"In that sentence, 'wound' clearly meant injury.",injury,/wuːnd/,heteronym
wound,They talked about the injury of the wound.,injury,/wuːnd/,heteronym
wound,The use of 'wound' here implies injury.,injury,/wuːnd/,heteronym
wound,She used the word 'wound' to mean injury.,injury,/wuːnd/,heteronym
wound,She used the word 'wound' to mean injury.,injury,/wuːnd/,heteronym
wound,"In that sentence, 'wound' clearly meant injury.",injury,/wuːnd/,heteronym
wound,The use of 'wound' here implies injury.,injury,/wuːnd/,heteronym
wound,She used the word 'wound' to mean injury.,injury,/wuːnd/,heteronym
wound,Everyone recognized the wound as a reference to past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,The use of 'wound' here implies past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,The use of 'wound' here implies past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,"In that sentence, 'wound' clearly meant past tense of wind.",past tense of wind,/waʊnd/,heteronym
wound,She used the word 'wound' to mean past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,The use of 'wound' here implies past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,She used the word 'wound' to mean past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,Everyone recognized the wound as a reference to past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,"In that sentence, 'wound' clearly meant past tense of wind.",past tense of wind,/waʊnd/,heteronym
wound,Everyone recognized the wound as a reference to past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,"In that sentence, 'wound' clearly meant past tense of wind.",past tense of wind,/waʊnd/,heteronym
wound,The use of 'wound' here implies past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,"In that sentence, 'wound' clearly meant past tense of wind.",past tense of wind,/waʊnd/,heteronym
wound,They talked about the past tense of wind of the wound.,past tense of wind,/waʊnd/,heteronym
wound,She used the word 'wound' to mean past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,She used the word 'wound' to mean past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,They talked about the past tense of wind of the wound.,past tense of wind,/waʊnd/,heteronym
wound,Everyone recognized the wound as a reference to past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,They talked about the past tense of wind of the wound.,past tense of wind,/waʊnd/,heteronym
wound,The use of 'wound' here implies past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,The use of 'wound' here implies past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,She used the word 'wound' to mean past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,The use of 'wound' here implies past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,She used the word 'wound' to mean past tense of wind.,past tense of wind,/waʊnd/,heteronym
wound,They talked about the past tense of wind of the wound.,past tense of wind,/waʊnd/,heteronym
dove,They talked about the bird of the dove.,bird,/dʌv/,heteronym
dove,They talked about the bird of the dove.,bird,/dʌv/,heteronym
dove,She used the word 'dove' to mean bird.,bird,/dʌv/,heteronym
dove,They talked about the bird of the dove.,bird,/dʌv/,heteronym
dove,They talked about the bird of the dove.,bird,/dʌv/,heteronym
dove,Everyone recognized the dove as a reference to bird.,bird,/dʌv/,heteronym
dove,They talked about the bird of the dove.,bird,/dʌv/,heteronym
dove,The use of 'dove' here implies bird.,bird,/dʌv/,heteronym
dove,She used the word 'dove' to mean bird.,bird,/dʌv/,heteronym
dove,Everyone recognized the dove as a reference to bird.,bird,/dʌv/,heteronym
dove,"In that sentence, 'dove' clearly meant bird.",bird,/dʌv/,heteronym
dove,She used the word 'dove' to mean bird.,bird,/dʌv/,heteronym
dove,The use of 'dove' here implies bird.,bird,/dʌv/,heteronym
dove,She used the word 'dove' to mean bird.,bird,/dʌv/,heteronym
dove,The use of 'dove' here implies bird.,bird,/dʌv/,heteronym
dove,The use of 'dove' here implies bird.,bird,/dʌv/,heteronym
dove,"In that sentence, 'dove' clearly meant bird.",bird,/dʌv/,heteronym
dove,She used the word 'dove' to mean bird.,bird,/dʌv/,heteronym
dove,"In that sentence, 'dove' clearly meant bird.",bird,/dʌv/,heteronym
dove,"In that sentence, 'dove' clearly meant bird.",bird,/dʌv/,heteronym
dove,She used the word 'dove' to mean bird.,bird,/dʌv/,heteronym
dove,They talked about the bird of the dove.,bird,/dʌv/,heteronym
dove,They talked about the bird of the dove.,bird,/dʌv/,heteronym
dove,"In that sentence, 'dove' clearly meant bird.",bird,/dʌv/,heteronym
dove,Everyone recognized the dove as a reference to bird.,bird,/dʌv/,heteronym
dove,"In that sentence, 'dove' clearly meant jumped downward.",jumped downward,/doʊv/,heteronym
dove,"In that sentence, 'dove' clearly meant jumped downward.",jumped downward,/doʊv/,heteronym
dove,"In that sentence, 'dove' clearly meant jumped downward.",jumped downward,/doʊv/,heteronym
dove,They talked about the jumped downward of the dove.,jumped downward,/doʊv/,heteronym
dove,They talked about the jumped downward of the dove.,jumped downward,/doʊv/,heteronym
dove,They talked about the jumped downward of the dove.,jumped downward,/doʊv/,heteronym
dove,"In that sentence, 'dove' clearly meant jumped downward.",jumped downward,/doʊv/,heteronym
dove,Everyone recognized the dove as a reference to jumped downward.,jumped downward,/doʊv/,heteronym
dove,They talked about the jumped downward of the dove.,jumped downward,/doʊv/,heteronym
dove,She used the word 'dove' to mean jumped downward.,jumped downward,/doʊv/,heteronym
dove,She used the word 'dove' to mean jumped downward.,jumped downward,/doʊv/,heteronym
dove,She used the word 'dove' to mean jumped downward.,jumped downward,/doʊv/,heteronym
dove,The use of 'dove' here implies jumped downward.,jumped downward,/doʊv/,heteronym
dove,"In that sentence, 'dove' clearly meant jumped downward.",jumped downward,/doʊv/,heteronym
dove,She used the word 'dove' to mean jumped downward.,jumped downward,/doʊv/,heteronym
dove,"In that sentence, 'dove' clearly meant jumped downward.",jumped downward,/doʊv/,heteronym
dove,She used the word 'dove' to mean jumped downward.,jumped downward,/doʊv/,heteronym
dove,Everyone recognized the dove as a reference to jumped downward.,jumped downward,/doʊv/,heteronym
dove,"In that sentence, 'dove' clearly meant jumped downward.",jumped downward,/doʊv/,heteronym
dove,She used the word 'dove' to mean jumped downward.,jumped downward,/doʊv/,heteronym
dove,They talked about the jumped downward of the dove.,jumped downward,/doʊv/,heteronym
dove,"In that sentence, 'dove' clearly meant jumped downward.",jumped downward,/doʊv/,heteronym
dove,The use of 'dove' here implies jumped downward.,jumped downward,/doʊv/,heteronym
dove,They talked about the jumped downward of the dove.,jumped downward,/doʊv/,heteronym
dove,They talked about the jumped downward of the dove.,jumped downward,/doʊv/,heteronym
chip,The use of 'chip' here implies food snack.,food snack,/tʃɪp/,non-heteronym
chip,They talked about the food snack of the chip.,food snack,/tʃɪp/,non-heteronym
chip,They talked about the food snack of the chip.,food snack,/tʃɪp/,non-heteronym
chip,She used the word 'chip' to mean food snack.,food snack,/tʃɪp/,non-heteronym
chip,She used the word 'chip' to mean food snack.,food snack,/tʃɪp/,non-heteronym
chip,"In that sentence, 'chip' clearly meant food snack.",food snack,/tʃɪp/,non-heteronym
chip,"In that sentence, 'chip' clearly meant food snack.",food snack,/tʃɪp/,non-heteronym
chip,"In that sentence, 'chip' clearly meant food snack.",food snack,/tʃɪp/,non-heteronym
chip,She used the word 'chip' to mean food snack.,food snack,/tʃɪp/,non-heteronym
chip,"In that sentence, 'chip' clearly meant food snack.",food snack,/tʃɪp/,non-heteronym
chip,They talked about the food snack of the chip.,food snack,/tʃɪp/,non-heteronym
chip,She used the word 'chip' to mean food snack.,food snack,/tʃɪp/,non-heteronym
chip,"In that sentence, 'chip' clearly meant food snack.",food snack,/tʃɪp/,non-heteronym
chip,They talked about the food snack of the chip.,food snack,/tʃɪp/,non-heteronym
chip,"In that sentence, 'chip' clearly meant food snack.",food snack,/tʃɪp/,non-heteronym
chip,Everyone recognized the chip as a reference to food snack.,food snack,/tʃɪp/,non-heteronym
chip,"In that sentence, 'chip' clearly meant food snack.",food snack,/tʃɪp/,non-heteronym
chip,Everyone recognized the chip as a reference to food snack.,food snack,/tʃɪp/,non-heteronym
chip,"In that sentence, 'chip' clearly meant food snack.",food snack,/tʃɪp/,non-heteronym
chip,The use of 'chip' here implies food snack.,food snack,/tʃɪp/,non-heteronym
chip,"In that sentence, 'chip' clearly meant food snack.",food snack,/tʃɪp/,non-heteronym
chip,She used the word 'chip' to mean food snack.,food snack,/tʃɪp/,non-heteronym
chip,She used the word 'chip' to mean food snack.,food snack,/tʃɪp/,non-heteronym
chip,Everyone recognized the chip as a reference to food snack.,food snack,/tʃɪp/,non-heteronym
chip,She used the word 'chip' to mean food snack.,food snack,/tʃɪp/,non-heteronym
chip,They talked about the small fragment of the chip.,small fragment,/tʃɪp/,non-heteronym
chip,The use of 'chip' here implies small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,The use of 'chip' here implies small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,They talked about the small fragment of the chip.,small fragment,/tʃɪp/,non-heteronym
chip,Everyone recognized the chip as a reference to small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,They talked about the small fragment of the chip.,small fragment,/tʃɪp/,non-heteronym
chip,They talked about the small fragment of the chip.,small fragment,/tʃɪp/,non-heteronym
chip,The use of 'chip' here implies small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,"In that sentence, 'chip' clearly meant small fragment.",small fragment,/tʃɪp/,non-heteronym
chip,The use of 'chip' here implies small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,The use of 'chip' here implies small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,She used the word 'chip' to mean small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,They talked about the small fragment of the chip.,small fragment,/tʃɪp/,non-heteronym
chip,The use of 'chip' here implies small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,They talked about the small fragment of the chip.,small fragment,/tʃɪp/,non-heteronym
chip,She used the word 'chip' to mean small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,They talked about the small fragment of the chip.,small fragment,/tʃɪp/,non-heteronym
chip,The use of 'chip' here implies small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,They talked about the small fragment of the chip.,small fragment,/tʃɪp/,non-heteronym
chip,She used the word 'chip' to mean small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,"In that sentence, 'chip' clearly meant small fragment.",small fragment,/tʃɪp/,non-heteronym
chip,They talked about the small fragment of the chip.,small fragment,/tʃɪp/,non-heteronym
chip,The use of 'chip' here implies small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,She used the word 'chip' to mean small fragment.,small fragment,/tʃɪp/,non-heteronym
chip,The use of 'chip' here implies small fragment.,small fragment,/tʃɪp/,non-heteronym
ring,The use of 'ring' here implies jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,They talked about the jewelry of the ring.,jewelry,/rɪŋ/,non-heteronym
ring,The use of 'ring' here implies jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,They talked about the jewelry of the ring.,jewelry,/rɪŋ/,non-heteronym
ring,"In that sentence, 'ring' clearly meant jewelry.",jewelry,/rɪŋ/,non-heteronym
ring,The use of 'ring' here implies jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,The use of 'ring' here implies jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,The use of 'ring' here implies jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,She used the word 'ring' to mean jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,She used the word 'ring' to mean jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,"In that sentence, 'ring' clearly meant jewelry.",jewelry,/rɪŋ/,non-heteronym
ring,She used the word 'ring' to mean jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,"In that sentence, 'ring' clearly meant jewelry.",jewelry,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,They talked about the jewelry of the ring.,jewelry,/rɪŋ/,non-heteronym
ring,They talked about the jewelry of the ring.,jewelry,/rɪŋ/,non-heteronym
ring,"In that sentence, 'ring' clearly meant jewelry.",jewelry,/rɪŋ/,non-heteronym
ring,The use of 'ring' here implies jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,The use of 'ring' here implies jewelry.,jewelry,/rɪŋ/,non-heteronym
ring,They talked about the jewelry of the ring.,jewelry,/rɪŋ/,non-heteronym
ring,They talked about the sound of the ring.,sound,/rɪŋ/,non-heteronym
ring,The use of 'ring' here implies sound.,sound,/rɪŋ/,non-heteronym
ring,She used the word 'ring' to mean sound.,sound,/rɪŋ/,non-heteronym
ring,The use of 'ring' here implies sound.,sound,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to sound.,sound,/rɪŋ/,non-heteronym
ring,She used the word 'ring' to mean sound.,sound,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to sound.,sound,/rɪŋ/,non-heteronym
ring,They talked about the sound of the ring.,sound,/rɪŋ/,non-heteronym
ring,She used the word 'ring' to mean sound.,sound,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to sound.,sound,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to sound.,sound,/rɪŋ/,non-heteronym
ring,She used the word 'ring' to mean sound.,sound,/rɪŋ/,non-heteronym
ring,"In that sentence, 'ring' clearly meant sound.",sound,/rɪŋ/,non-heteronym
ring,The use of 'ring' here implies sound.,sound,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to sound.,sound,/rɪŋ/,non-heteronym
ring,The use of 'ring' here implies sound.,sound,/rɪŋ/,non-heteronym
ring,The use of 'ring' here implies sound.,sound,/rɪŋ/,non-heteronym
ring,They talked about the sound of the ring.,sound,/rɪŋ/,non-heteronym
ring,The use of 'ring' here implies sound.,sound,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to sound.,sound,/rɪŋ/,non-heteronym
ring,They talked about the sound of the ring.,sound,/rɪŋ/,non-heteronym
ring,She used the word 'ring' to mean sound.,sound,/rɪŋ/,non-heteronym
ring,Everyone recognized the ring as a reference to sound.,sound,/rɪŋ/,non-heteronym
ring,They talked about the sound of the ring.,sound,/rɪŋ/,non-heteronym
ring,They talked about the sound of the ring.,sound,/rɪŋ/,non-heteronym
file,The use of 'file' here implies collection of documents.,collection of documents,/faɪl/,non-heteronym
file,She used the word 'file' to mean collection of documents.,collection of documents,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to collection of documents.,collection of documents,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to collection of documents.,collection of documents,/faɪl/,non-heteronym
file,The use of 'file' here implies collection of documents.,collection of documents,/faɪl/,non-heteronym
file,She used the word 'file' to mean collection of documents.,collection of documents,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to collection of documents.,collection of documents,/faɪl/,non-heteronym
file,She used the word 'file' to mean collection of documents.,collection of documents,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to collection of documents.,collection of documents,/faɪl/,non-heteronym
file,The use of 'file' here implies collection of documents.,collection of documents,/faɪl/,non-heteronym
file,"In that sentence, 'file' clearly meant collection of documents.",collection of documents,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to collection of documents.,collection of documents,/faɪl/,non-heteronym
file,They talked about the collection of documents of the file.,collection of documents,/faɪl/,non-heteronym
file,They talked about the collection of documents of the file.,collection of documents,/faɪl/,non-heteronym
file,"In that sentence, 'file' clearly meant collection of documents.",collection of documents,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to collection of documents.,collection of documents,/faɪl/,non-heteronym
file,They talked about the collection of documents of the file.,collection of documents,/faɪl/,non-heteronym
file,They talked about the collection of documents of the file.,collection of documents,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to collection of documents.,collection of documents,/faɪl/,non-heteronym
file,She used the word 'file' to mean collection of documents.,collection of documents,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to collection of documents.,collection of documents,/faɪl/,non-heteronym
file,She used the word 'file' to mean collection of documents.,collection of documents,/faɪl/,non-heteronym
file,"In that sentence, 'file' clearly meant collection of documents.",collection of documents,/faɪl/,non-heteronym
file,The use of 'file' here implies collection of documents.,collection of documents,/faɪl/,non-heteronym
file,"In that sentence, 'file' clearly meant collection of documents.",collection of documents,/faɪl/,non-heteronym
file,The use of 'file' here implies tool.,tool,/faɪl/,non-heteronym
file,They talked about the tool of the file.,tool,/faɪl/,non-heteronym
file,They talked about the tool of the file.,tool,/faɪl/,non-heteronym
file,They talked about the tool of the file.,tool,/faɪl/,non-heteronym
file,She used the word 'file' to mean tool.,tool,/faɪl/,non-heteronym
file,The use of 'file' here implies tool.,tool,/faɪl/,non-heteronym
file,They talked about the tool of the file.,tool,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to tool.,tool,/faɪl/,non-heteronym
file,The use of 'file' here implies tool.,tool,/faɪl/,non-heteronym
file,The use of 'file' here implies tool.,tool,/faɪl/,non-heteronym
file,She used the word 'file' to mean tool.,tool,/faɪl/,non-heteronym
file,"In that sentence, 'file' clearly meant tool.",tool,/faɪl/,non-heteronym
file,She used the word 'file' to mean tool.,tool,/faɪl/,non-heteronym
file,They talked about the tool of the file.,tool,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to tool.,tool,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to tool.,tool,/faɪl/,non-heteronym
file,They talked about the tool of the file.,tool,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to tool.,tool,/faɪl/,non-heteronym
file,She used the word 'file' to mean tool.,tool,/faɪl/,non-heteronym
file,She used the word 'file' to mean tool.,tool,/faɪl/,non-heteronym
file,They talked about the tool of the file.,tool,/faɪl/,non-heteronym
file,Everyone recognized the file as a reference to tool.,tool,/faɪl/,non-heteronym
file,The use of 'file' here implies tool.,tool,/faɪl/,non-heteronym
file,"In that sentence, 'file' clearly meant tool.",tool,/faɪl/,non-heteronym
file,The use of 'file' here implies tool.,tool,/faɪl/,non-heteronym
seal,She used the word 'seal' to mean animal.,animal,/siːl/,non-heteronym
seal,She used the word 'seal' to mean animal.,animal,/siːl/,non-heteronym
seal,She used the word 'seal' to mean animal.,animal,/siːl/,non-heteronym
seal,She used the word 'seal' to mean animal.,animal,/siːl/,non-heteronym
seal,"In that sentence, 'seal' clearly meant animal.",animal,/siːl/,non-heteronym
seal,They talked about the animal of the seal.,animal,/siːl/,non-heteronym
seal,She used the word 'seal' to mean animal.,animal,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to animal.,animal,/siːl/,non-heteronym
seal,"In that sentence, 'seal' clearly meant animal.",animal,/siːl/,non-heteronym
seal,She used the word 'seal' to mean animal.,animal,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to animal.,animal,/siːl/,non-heteronym
seal,She used the word 'seal' to mean animal.,animal,/siːl/,non-heteronym
seal,They talked about the animal of the seal.,animal,/siːl/,non-heteronym
seal,"In that sentence, 'seal' clearly meant animal.",animal,/siːl/,non-heteronym
seal,They talked about the animal of the seal.,animal,/siːl/,non-heteronym
seal,"In that sentence, 'seal' clearly meant animal.",animal,/siːl/,non-heteronym
seal,She used the word 'seal' to mean animal.,animal,/siːl/,non-heteronym
seal,She used the word 'seal' to mean animal.,animal,/siːl/,non-heteronym
seal,"In that sentence, 'seal' clearly meant animal.",animal,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to animal.,animal,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to animal.,animal,/siːl/,non-heteronym
seal,She used the word 'seal' to mean animal.,animal,/siːl/,non-heteronym
seal,She used the word 'seal' to mean animal.,animal,/siːl/,non-heteronym
seal,They talked about the animal of the seal.,animal,/siːl/,non-heteronym
seal,She used the word 'seal' to mean animal.,animal,/siːl/,non-heteronym
seal,"In that sentence, 'seal' clearly meant to close tightly.",to close tightly,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to to close tightly.,to close tightly,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to to close tightly.,to close tightly,/siːl/,non-heteronym
seal,They talked about the to close tightly of the seal.,to close tightly,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to to close tightly.,to close tightly,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to to close tightly.,to close tightly,/siːl/,non-heteronym
seal,The use of 'seal' here implies to close tightly.,to close tightly,/siːl/,non-heteronym
seal,"In that sentence, 'seal' clearly meant to close tightly.",to close tightly,/siːl/,non-heteronym
seal,The use of 'seal' here implies to close tightly.,to close tightly,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to to close tightly.,to close tightly,/siːl/,non-heteronym
seal,They talked about the to close tightly of the seal.,to close tightly,/siːl/,non-heteronym
seal,They talked about the to close tightly of the seal.,to close tightly,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to to close tightly.,to close tightly,/siːl/,non-heteronym
seal,She used the word 'seal' to mean to close tightly.,to close tightly,/siːl/,non-heteronym
seal,The use of 'seal' here implies to close tightly.,to close tightly,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to to close tightly.,to close tightly,/siːl/,non-heteronym
seal,They talked about the to close tightly of the seal.,to close tightly,/siːl/,non-heteronym
seal,They talked about the to close tightly of the seal.,to close tightly,/siːl/,non-heteronym
seal,The use of 'seal' here implies to close tightly.,to close tightly,/siːl/,non-heteronym
seal,"In that sentence, 'seal' clearly meant to close tightly.",to close tightly,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to to close tightly.,to close tightly,/siːl/,non-heteronym
seal,Everyone recognized the seal as a reference to to close tightly.,to close tightly,/siːl/,non-heteronym
